#-------------------------------------------------------------------------------
#  CGMF-1.1
#  Copyright TRIAD/LANL/DOE - see file LICENSE
#  For any questions about CGMF, please contact us at cgmf-help@lanl.gov
#-------------------------------------------------------------------------------
# R_T(A) data
# Format: ZAID (target) Amin Amax R_T(A) values

 92233  117  159  1.200 1.200 1.200 1.200 1.200 1.200 1.150 1.150 1.120 1.120 1.200 1.180 1.180 1.180 1.180 1.170 1.110 1.050 1.020 1.100 1.220 1.230 1.240 1.240 1.240 1.240 1.260 1.280 1.280 1.240 1.240 1.220 1.170 1.160 1.160 1.160 1.160 1.160 1.160 1.160 1.160 1.160 1.160
 92235  118  166  1.000 1.096 1.191 1.287 1.382 1.478 1.574 1.590 1.588 1.388 1.307 1.246 1.195 1.084 1.052 1.040 1.047 1.135 1.183 1.301 1.278 1.255 1.281 1.228 1.225 1.221 1.218 1.214 1.321 1.228 1.204 1.201 1.197 1.194 1.191 1.187 1.184 1.180 1.177 1.174 1.170 1.167 1.163 1.160 1.157 1.153 1.150 1.146 1.143
 92238  119  167  1.000 1.096 1.191 1.287 1.382 1.478 1.574 1.669 1.588 1.508 1.427 1.346 1.265 1.184 1.192 1.200 1.207 1.215 1.223 1.231 1.238 1.235 1.231 1.228 1.225 1.221 1.218 1.214 1.211 1.208 1.204 1.201 1.197 1.194 1.191 1.187 1.184 1.180 1.177 1.174 1.170 1.167 1.163 1.160 1.157 1.153 1.150 1.146 1.143
 93237  119  156  1.200 1.190 1.200 1.210 1.200 1.200 1.200 1.210 1.190 1.200 1.200 1.200 1.190 1.180 1.170 1.170 1.170 1.180 1.200 1.200 1.200 1.200 1.210 1.200 1.190 1.200 1.200 1.210 1.210 1.200 1.210 1.220 1.230 1.230 1.250 1.260 1.260 1.260
 94239  120  170  1.000 1.130 1.120 1.160 1.140 1.190 1.225 1.240 1.330 1.305 1.260 1.110 1.105 1.075 1.020 1.010 1.000 1.080 1.100 1.075 1.065 1.045 1.030 1.015 1.005 0.985 0.955 0.935 0.910 0.895 0.875 0.850 0.825 0.850 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 0.830 
-94240  120  170  1.300 1.250 1.150 1.120 1.150 1.200 1.230 1.270 1.300 1.310 1.300 1.270 1.200 1.100 1.110 1.270 1.290 1.300 1.290 1.280 1.270 1.240 1.210 1.210 1.250 1.280 1.300 1.320 1.340 1.350 1.380 1.400 1.430 1.450 1.480 1.480 1.440 1.400 1.380 1.350 1.330 1.300 1.250 1.100 1.000 0.980 0.950 0.900 0.870 0.850 0.850
 94241  121  171  1.050 1.111 1.164 1.212 1.252 1.287 1.316 1.339 1.357 1.370 1.378 1.382 1.381 1.377 1.369 1.358 1.344 1.327 1.307 1.285 1.262 1.237 1.210 1.182 1.154 1.125 1.095 1.066 1.037 1.009 0.981 0.955 0.930 0.907 0.885 0.866 0.850 0.836 0.825 0.818 0.815 0.815 0.820 0.829 0.843 0.861 0.886 0.916 0.951 0.993 1.041
-94242  121  171  1.128 1.175 1.217 1.254 1.286 1.313 1.335 1.353 1.367 1.377 1.384 1.387 1.386 1.383 1.377 1.368 1.357 1.343 1.328 1.311 1.292 1.272 1.251 1.229 1.206 1.183 1.160 1.136 1.113 1.090 1.068 1.046 1.026 1.007 0.989 0.973 0.959 0.947 0.937 0.930 0.925 0.924 0.926 0.931 0.940 0.952 0.969 0.990 1.015 1.045 1.080 
-98252  126  169  1.000 1.173 1.346 1.519 1.692 1.613 1.534 1.455 1.376 1.297 1.307 1.317 1.328 1.338 1.348 1.359 1.328 1.298 1.267 1.237 1.196 1.166 1.146 1.115 1.085 1.054 1.051 0.985 0.980 0.953 0.977 0.991 0.996 1.010 1.024 1.038 1.029 1.020 1.011 1.002 0.993 0.984 0.975 0.496
-98254  127  169  1.173 1.346 1.519 1.692 1.613 1.534 1.455 1.376 1.297 1.307 1.317 1.328 1.338 1.348 1.359 1.328 1.298 1.267 1.237 1.196 1.166 1.146 1.115 1.085 1.054 1.051 0.985 0.980 0.953 0.977 0.991 0.996 1.010 1.024 1.038 1.029 1.020 1.011 1.002 0.993 0.984 0.975 0.496 


# U233(nth,f):  adjusted to fit Nishio, 1998
# U235(nth,f):  adjusted to fit Vorobyev, 2010
# U238(n,f):    old U235(nth,f) values copied for U238(n,f)
# Np237(n,f):   adjusted to fit Mueller, 1981 (En=0.8 MeV)
# Pu239(nth,f): adjusted to fit Apalin, 1965
# Pu240(sf):    adjusted by Jaffke to match Wahl nubar(A)
# Pu241(nth,f): adjusted by Jaffke to match Wahl nubar(A)
# Pu242(sf):    adjusted by Jaffke to match Wahl nubar(A)
# Cf252(sf):    adjusted to fir Gook, 2014
# Cf254(sf):    same as Cf252(sf) but shifted

