#-------------------------------------------------------------------------------
#  CGMF-1.1
#  Copyright TRIAD/LANL/DOE - see file LICENSE
#  For any questions about CGMF, please contact us at cgmf-help@lanl.gov
#-------------------------------------------------------------------------------
# temperature energy grid (MeV)
0.0 1.0 2.0 3.0 4.0 5.0 6.0 7.0 8.0 9.0 10.0 12.0 14.0 16.0 18.0 20.0 25.0 30.0 35.0 40.0 45.0 50.0 55.0 60.0 65.0 70.0 75.0 80.0 85.0 90.0 95.0 100.0
# temperatures as a function of ZAID and energy
15050 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.46 1.52 1.58 1.69 1.80 1.90 1.99 2.08 2.28 2.47 2.64 2.80 2.95 3.10 3.24 3.37 3.50 3.62 3.74 3.85 3.96 4.07 4.17 4.27 
16050 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.55 1.66 1.77 1.86 1.96 2.17 2.36 2.54 2.71 2.86 3.01 3.15 3.29 3.42 3.54 3.66 3.78 3.89 4.00 4.11 4.21 
17050 1.51 1.51 1.51 1.51 1.51 1.51 1.51 1.51 1.49 1.53 1.59 1.69 1.79 1.89 1.97 2.06 2.26 2.44 2.61 2.77 2.92 3.07 3.20 3.34 3.46 3.59 3.70 3.82 3.93 4.04 4.14 4.24 
18050 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.55 1.65 1.75 1.84 1.93 2.13 2.31 2.48 2.65 2.80 2.95 3.09 3.22 3.35 3.48 3.60 3.71 3.83 3.94 4.04 4.15 
19050 1.62 1.62 1.62 1.62 1.62 1.62 1.62 1.62 1.61 1.53 1.58 1.68 1.77 1.85 1.93 2.01 2.19 2.37 2.53 2.69 2.83 2.98 3.11 3.25 3.37 3.49 3.61 3.73 3.84 3.94 4.05 4.15 
20050 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.40 1.45 1.54 1.63 1.71 1.79 1.87 2.05 2.23 2.39 2.55 2.70 2.84 2.98 3.12 3.24 3.37 3.49 3.60 3.72 3.82 3.93 4.03 
21050 1.33 1.33 1.33 1.33 1.16 1.24 1.30 1.42 1.47 1.52 1.57 1.66 1.74 1.82 1.90 1.98 2.16 2.33 2.49 2.64 2.79 2.93 3.07 3.20 3.32 3.44 3.56 3.67 3.78 3.89 4.00 4.10 
22050 1.63 1.63 1.63 1.63 1.63 1.63 1.63 1.63 1.63 1.63 1.63 1.47 1.60 1.71 1.80 1.88 2.06 2.24 2.41 2.57 2.72 2.86 3.00 3.13 3.26 3.38 3.50 3.62 3.73 3.84 3.94 4.05 
23050 1.68 1.68 1.68 1.68 1.68 1.68 1.68 1.68 1.68 1.68 1.68 1.60 1.69 1.78 1.87 1.95 2.14 2.32 2.53 2.68 2.83 2.97 3.11 3.24 3.36 3.48 3.60 3.71 3.82 3.92 4.03 4.13 
24050 1.60 1.60 1.60 1.60 1.60 1.60 1.60 1.60 1.60 1.60 1.60 1.60 1.56 1.66 1.80 1.89 2.09 2.28 2.45 2.61 2.76 2.91 3.04 3.18 3.30 3.43 3.54 3.66 3.77 3.87 3.98 4.08 
25050 1.55 1.55 1.55 1.55 1.55 1.55 1.55 1.55 1.52 1.53 1.59 1.69 1.78 1.87 1.96 2.04 2.24 2.41 2.58 2.74 2.89 3.04 3.17 3.31 3.43 3.55 3.67 3.79 3.90 4.01 4.11 4.21 
15051 1.38 1.38 1.38 1.38 1.38 1.38 1.38 1.38 1.38 1.41 1.48 1.60 1.71 1.82 1.91 2.01 2.22 2.41 2.59 2.75 2.91 3.05 3.19 3.32 3.45 3.57 3.69 3.80 3.91 4.02 4.12 4.22 
16051 1.40 1.40 1.40 1.40 1.40 1.40 1.40 1.40 1.40 1.40 1.44 1.57 1.68 1.79 1.89 1.98 2.19 2.39 2.56 2.73 2.88 3.03 3.17 3.30 3.43 3.55 3.67 3.78 3.89 4.00 4.10 4.20 
17051 1.44 1.44 1.44 1.44 1.44 1.44 1.44 1.44 1.44 1.43 1.49 1.60 1.71 1.81 1.91 2.00 2.21 2.39 2.57 2.73 2.88 3.03 3.17 3.30 3.43 3.55 3.66 3.78 3.89 4.00 4.10 4.20 
18051 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.47 1.58 1.68 1.78 1.87 1.96 2.16 2.35 2.52 2.68 2.83 2.98 3.12 3.25 3.38 3.50 3.62 3.73 3.84 3.95 4.06 4.16 
19051 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.58 1.50 1.60 1.69 1.78 1.86 1.94 2.13 2.31 2.47 2.63 2.78 2.92 3.06 3.19 3.32 3.44 3.56 3.67 3.78 3.89 3.99 4.10 
20051 1.62 1.62 1.62 1.62 1.62 1.62 1.62 1.62 1.62 1.62 1.52 1.57 1.66 1.74 1.82 1.90 2.08 2.25 2.41 2.57 2.72 2.86 2.99 3.13 3.25 3.37 3.49 3.61 3.72 3.82 3.93 4.03 
21051 1.50 1.50 1.50 1.50 1.50 1.50 1.50 1.50 1.51 1.43 1.48 1.57 1.66 1.75 1.83 1.91 2.09 2.26 2.43 2.58 2.73 2.87 3.01 3.14 3.26 3.38 3.50 3.61 3.72 3.83 3.93 4.03 
22051 1.34 1.34 1.34 1.34 1.34 1.34 1.34 1.22 1.29 1.34 1.40 1.56 1.65 1.74 1.82 1.90 2.09 2.26 2.42 2.58 2.73 2.87 3.01 3.14 3.26 3.38 3.50 3.61 3.72 3.83 3.93 4.03 
23051 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.75 1.61 1.74 1.83 1.90 2.09 2.26 2.43 2.58 2.73 2.87 3.01 3.14 3.26 3.38 3.50 3.61 3.72 3.83 3.93 4.03 
24051 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.60 1.69 1.78 1.91 2.10 2.28 2.44 2.60 2.75 2.89 3.03 3.16 3.28 3.40 3.52 3.63 3.74 3.85 3.95 4.05 
25051 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.57 1.55 1.65 1.74 1.83 1.91 2.10 2.28 2.45 2.60 2.75 2.89 3.03 3.16 3.29 3.41 3.52 3.63 3.74 3.85 3.95 4.05 
15052 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.39 1.45 1.52 1.64 1.75 1.85 1.95 2.04 2.25 2.44 2.61 2.77 2.92 3.06 3.20 3.32 3.45 3.57 3.68 3.79 3.90 4.00 4.10 4.20 
16052 1.34 1.34 1.34 1.34 1.34 1.34 1.34 1.34 1.34 1.34 1.36 1.49 1.61 1.72 1.82 1.92 2.14 2.34 2.52 2.68 2.84 2.98 3.12 3.25 3.38 3.50 3.62 3.73 3.84 3.95 4.05 4.15 
17052 1.38 1.38 1.38 1.38 1.38 1.38 1.38 1.38 1.41 1.47 1.53 1.65 1.75 1.85 1.95 2.03 2.24 2.42 2.59 2.75 2.90 3.04 3.18 3.31 3.43 3.55 3.67 3.78 3.89 3.99 4.09 4.19 
18052 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.51 1.62 1.72 1.82 1.91 2.12 2.31 2.49 2.65 2.80 2.95 3.09 3.22 3.35 3.47 3.59 3.70 3.81 3.92 4.02 4.12 
19052 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.44 1.50 1.55 1.65 1.75 1.83 1.92 2.00 2.19 2.37 2.53 2.69 2.84 2.98 3.11 3.24 3.37 3.49 3.60 3.71 3.82 3.93 4.03 4.13 
20052 1.58 1.58 1.58 1.58 1.58 1.58 1.58 1.58 1.58 1.58 1.58 1.51 1.60 1.69 1.77 1.85 2.03 2.21 2.37 2.53 2.68 2.82 2.95 3.09 3.21 3.33 3.45 3.57 3.68 3.78 3.89 3.99 
21052 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.48 1.50 1.55 1.64 1.73 1.82 1.90 1.97 2.16 2.33 2.49 2.65 2.79 2.93 3.07 3.20 3.32 3.44 3.56 3.67 3.78 3.88 3.98 4.08 
22052 1.53 1.53 1.53 1.53 1.53 1.53 1.53 1.53 1.53 1.53 1.53 1.43 1.58 1.67 1.76 1.84 2.03 2.21 2.37 2.53 2.68 2.82 2.95 3.08 3.21 3.33 3.45 3.56 3.67 3.77 3.87 3.97 
23052 1.55 1.55 1.55 1.55 1.55 1.55 1.55 1.55 1.55 1.42 1.47 1.57 1.70 1.79 1.87 1.94 2.13 2.30 2.46 2.61 2.75 2.89 3.02 3.15 3.27 3.39 3.51 3.62 3.72 3.83 3.93 4.03 
24052 1.61 1.61 1.61 1.61 1.61 1.61 1.61 1.61 1.61 1.61 1.61 1.43 1.55 1.67 1.76 1.83 2.02 2.19 2.36 2.51 2.66 2.80 2.94 3.07 3.19 3.31 3.43 3.54 3.65 3.76 3.86 3.96 
25052 1.56 1.56 1.56 1.56 1.56 1.56 1.56 1.56 1.56 1.40 1.47 1.57 1.66 1.74 1.82 1.90 2.09 2.28 2.46 2.61 2.75 2.89 3.03 3.15 3.27 3.39 3.51 3.62 3.72 3.83 3.93 4.03 
16053 1.29 1.29 1.29 1.29 1.29 1.29 1.29 1.29 1.29 1.31 1.38 1.51 1.63 1.74 1.84 1.93 2.15 2.35 2.52 2.69 2.84 2.98 3.12 3.24 3.37 3.49 3.60 3.71 3.82 3.92 4.02 4.12 
17053 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.32 1.37 1.43 1.55 1.67 1.77 1.87 1.96 2.17 2.36 2.53 2.70 2.85 2.99 3.12 3.25 3.38 3.49 3.61 3.72 3.83 3.93 4.03 4.13 
18053 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.41 1.53 1.64 1.75 1.84 1.93 2.14 2.33 2.50 2.66 2.82 2.96 3.10 3.23 3.35 3.47 3.59 3.70 3.81 3.91 4.01 4.11 
19053 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.40 1.46 1.57 1.67 1.77 1.86 1.94 2.14 2.33 2.49 2.65 2.80 2.94 3.08 3.21 3.33 3.45 3.57 3.68 3.79 3.89 4.00 4.10 
20053 1.50 1.50 1.50 1.50 1.50 1.50 1.50 1.50 1.50 1.50 1.44 1.55 1.64 1.73 1.82 1.90 2.09 2.26 2.43 2.58 2.73 2.87 3.01 3.14 3.26 3.38 3.50 3.61 3.72 3.82 3.93 4.03 
21053 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.49 1.48 1.46 1.56 1.66 1.75 1.83 1.91 2.10 2.28 2.44 2.60 2.75 2.89 3.02 3.15 3.27 3.39 3.51 3.62 3.73 3.84 3.94 4.04 
22053 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.48 1.44 1.55 1.65 1.74 1.82 1.91 2.10 2.28 2.44 2.60 2.75 2.89 3.02 3.15 3.28 3.40 3.51 3.63 3.74 3.84 3.94 4.04 
23053 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.54 1.53 1.62 1.71 1.79 1.87 2.06 2.23 2.39 2.55 2.69 2.83 2.96 3.09 3.21 3.33 3.44 3.55 3.66 3.76 3.87 3.96 
24053 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.47 1.57 1.66 1.74 1.86 2.05 2.22 2.38 2.53 2.68 2.81 2.95 3.08 3.20 3.32 3.43 3.54 3.65 3.75 3.85 3.95 
25053 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.72 1.73 1.58 1.70 1.78 1.86 2.03 2.20 2.36 2.51 2.66 2.79 2.93 3.06 3.18 3.30 3.41 3.52 3.63 3.74 3.84 3.94 
26053 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.59 1.53 1.62 1.70 1.78 1.86 2.04 2.21 2.37 2.52 2.66 2.80 2.94 3.06 3.19 3.30 3.42 3.53 3.64 3.74 3.84 3.94 
16054 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.24 1.30 1.43 1.56 1.67 1.77 1.87 2.09 2.29 2.47 2.63 2.79 2.93 3.06 3.19 3.31 3.43 3.55 3.66 3.76 3.86 3.96 4.06 
17054 1.27 1.27 1.27 1.27 1.27 1.27 1.27 1.27 1.35 1.42 1.48 1.59 1.70 1.80 1.90 1.99 2.20 2.38 2.55 2.71 2.86 3.00 3.13 3.25 3.37 3.49 3.60 3.71 3.81 3.92 4.02 4.11 
18054 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.31 1.33 1.46 1.57 1.68 1.78 1.88 2.09 2.28 2.46 2.62 2.77 2.91 3.05 3.18 3.30 3.42 3.54 3.65 3.76 3.86 3.96 4.06 
19054 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.36 1.38 1.45 1.50 1.61 1.71 1.81 1.90 1.98 2.18 2.36 2.53 2.68 2.83 2.97 3.10 3.23 3.35 3.47 3.58 3.69 3.80 3.90 4.00 4.10 
20054 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.42 1.48 1.58 1.68 1.77 1.86 2.06 2.24 2.41 2.57 2.72 2.86 3.00 3.12 3.25 3.37 3.48 3.60 3.71 3.81 3.91 4.01 
