#-------------------------------------------------------------------------------
#  CGMF-1.1
#  Copyright TRIAD/LANL/DOE - see file LICENSE
#  For any questions about CGMF, please contact us at cgmf-help@lanl.gov
#-------------------------------------------------------------------------------
#
# Audi 2011 mass table
# number of entries: 9073
#
      1   8.071317   1001   7.288971   1002  13.135722   1003  14.949806   1004  24.621124
   1005  32.892441   1006  41.875718   1007  47.935076   2003  14.931216   2004   2.424916
   2005  11.231233   2006  17.592800   2007  26.067118   2008  31.609604   2009  39.780922
   2010  48.809916   3003  28.667000   3004  25.323186   3005  11.678886   3006  14.086879
   3007  14.907096   3008  20.945797   3009  24.954911   3010  33.052632   3011  40.728415
   3012  48.919733   4005  37.139000   4006  18.375033   4007  15.768989   4008   4.941671
   4009  11.348439   4010  12.607473   4011  20.177165   4012  25.076609   4013  33.207926
   4014  39.954498   4015  49.798000   4016  57.678000   5006  47.320000   5007  27.870644
   5008  22.921577   5009  12.416474   5010  12.050729   5011   8.667929   5012  13.368899
   5013  16.562165   5014  23.663685   5015  28.963984   5016  37.120302   5017  43.770816
   5018  51.912000   5019  58.777000   6008  35.082450   6009  28.909446   6010  15.698683
   6011  10.650341   6012   0.000000   6013   3.125009   6014   3.019893   6015   9.873144
   6016  13.694129   6017  21.032238   6018  24.919584   6019  32.414073   6020  37.557610
   6021  45.643000   6022  52.136000   7010  38.800146   7011  24.303571   7012  17.338081
   7013   5.345481   7014   2.863417   7015   0.101439   7016   5.683659   7017   7.870075
   7018  13.113168   7019  15.856975   7020  21.765110   7021  25.251164   7022  32.038675
   7023  38.443000   7024  47.543000   7025  56.504000   8012  32.047955   8013  23.114729
   8014   8.007457   8015   2.855605   8016  -4.737001   8017  -0.808764   8018  -0.782816
   8019   3.333577   8020   3.796168   8021   8.061971   8022   9.281603   8023  14.620658
   8024  18.500403   8025  27.347720   8026  35.143000   8027  44.097000   8028  52.900000
   8029  65.030000   8030  72.830000   8031  82.300000   8032  91.320000   8033 104.630000
   8034 113.700000   9014  31.963699   9015  16.812913   9016  10.680254   9017   1.951701
   9018   0.873113   9019  -1.487444   9020  -0.017463   9021  -0.047609   9022   2.793377
   9023   3.309598   9024   7.559527   9025  11.363509   9026  18.665061   9027  24.629633
   9028  33.115000   9029  39.952000   9030  48.400000   9031  55.944000   9032  63.380000
